University,Course Title,Short Description,Syllabus,Credits
Stanford,Mining Massive Datasets,"The availability of massive datasets is revolutionizing science and industry. This course discusses data mining and machine learning algorithms for analyzing very large amounts of data. Topics include: Big data systems (Hadoop, Spark); Link Analysis (PageRank, spam detection); Similarity search (locality-sensitive hashing, shingling, min-hashing); Stream data processing; Recommender Systems; Analysis of social-network graphs; Association rules; Dimensionality reduction (UV, SVD, and CUR decompositions); Algorithms for large-scale mining (clustering, nearest-neighbor search); Large-scale machine learning (decision tree ensembles); Multi-armed bandit; Computational advertising.","Frequent itemsets and Association rules, Near Neighbor Search in High Dimensional Data, Locality Sensitive Hashing (LSH), Dimensionality reduction, Recommendation Systems, Clustering, Link Analysis, Large-scale Supervised Machine Learning, Data streams, Mining the Web for Structured Data, Web Advertising.",3
Stanford,Modern Applied Statistics: Data Mining,"Two-part sequence. New techniques for predictive and descriptive learning using ideas that bridge gaps among statistics, computer science, and artificial intelligence. Emphasis is on statistical aspects of their application and integration with more standard statistical methodology. Predictive learning refers to estimating models from data with the goal of predicting future outcomes, in particular, regression and classification models. Descriptive learning is used to discover general patterns and relationships in data without a predictive goal, viewed from a statistical perspective as computer automated exploratory analysis of large complex data sets.","Two-part sequence. New techniques for predictive and descriptive learning using ideas that bridge gaps among statistics, computer science, and artificial intelligence. Emphasis is on statistical aspects of their application and integration with more standard statistical methodology. Predictive learning refers to estimating models from data with the goal of predicting future outcomes, in particular, regression and classification models. Descriptive learning is used to discover general patterns and relationships in data without a predictive goal, viewed from a statistical perspective as computer automated exploratory analysis of large complex data sets.",3
Stanford,Artificial Intelligence Principles and Techniques,"Artificial intelligence (AI) has had a huge impact in many areas, including medical diagnosis, speech recognition, robotics, web search, advertising, and scheduling. This course focuses on the foundational concepts that drive these applications. In short, AI is the mathematics of making good decisions given incomplete information (hence the need for probability) and limited computation (hence the need for algorithms). Specific topics include search, constraint satisfaction, game playing,n Markov decision processes, graphical models, machine learning, and logic.","machine learning, search, game playing, Markov decision processes, constraint satisfaction, graphical models, and logic. The main goal of the course is to equip you with the tools to tackle new AI problems you might encounter in life.",3
Stanford,Natural Language Processing with Deep Learning,"Natural language processing (NLP) is a crucial part of artificial intelligence (AI), modeling how people share information. In recent years, deep learning approaches have obtained very high performance on many NLP tasks. In this course, students gain a thorough introduction to cutting-edge neural networks for NLP.","Methods for processing human language information and the underlying computational properties of natural languages. Focus on deep learning approaches: understanding, implementing, training, debugging, visualizing, and extending neural network models for a variety of language understanding tasks. Exploration of natural language tasks ranging from simple word level and syntactic processing to coreference, question answering, and machine translation. Examination of representative papers and systems and completion of a final project applying a complex neural network model to a large-scale NLP problem.",3
Stanford,Deep Learning,"Deep Learning is one of the most highly sought after skills in AI. We will help you become good at Deep Learning. In this course, you will learn the foundations of Deep Learning, understand how to build neural networks, and learn how to lead successful machine learning projects. You will learn about Convolutional networks, RNNs, LSTM, Adam, Dropout, BatchNorm, Xavier/He initialization, and more. You will work on case studies from healthcare, autonomous driving, sign language reading, music generation, and natural language processing. You will master not only the theory, but also see how it is applied in industry. You will practice all these ideas in Python and in TensorFlow, which we will teach. AI is transforming multiple industries. After this course, you will likely find creative ways to apply it to your work. This class is taught in the flipped-classroom format. You will watch videos and complete in-depth programming assignments and online quizzes at home, then come in to class for advanced discussions and work on projects. This class will culminate in an open-ended final project, which the teaching team will help you on.","Convolutional networks, RNNs, LSTM, Adam, Dropout, BatchNorm, Xavier/He initialization, and more. You will work on case studies from healthcare, autonomous driving, sign language reading, music generation, and natural language processing. You will master not only the theory, but also see how it is applied in industry. You will practice all these ideas in Python and in TensorFlow, which we will teach.",3
Stanford,Deep Learning for Computer Vision,"Computer Vision has become ubiquitous in our society, with applications in search, image understanding, apps, mapping, medicine, drones, and self-driving cars. Core to many of these applications are visual recognition tasks such as image classification, localization and detection. Recent developments in neural network (aka “deep learning”) approaches have greatly advanced the performance of these state-of-the-art visual recognition systems. This course is a deep dive into the details of deep learning architectures with a focus on learning end-to-end models for these tasks, particularly image classification. During the 10-week course, students will learn to implement and train their own neural networks and gain a detailed understanding of cutting-edge research in computer vision. Additionally, the final assignment will give them the opportunity to train and apply multi-million parameter networks on real-world vision problems of their choice. Through multiple hands-on assignments and the final course project, students will acquire the toolset for setting up deep learning tasks and practical engineering tricks for training and fine-tuning deep neural networks.","Computer Vision has become ubiquitous in our society, with applications in search, image understanding, apps, mapping, medicine, drones, and self-driving cars. Core to many of these applications are visual recognition tasks such as image classification, localization and detection. Recent developments in neural network (aka “deep learning”) approaches have greatly advanced the performance of these state-of-the-art visual recognition systems. This course is a deep dive into the details of deep learning architectures with a focus on learning end-to-end models for these tasks, particularly image classification. During the 10-week course, students will learn to implement and train their own neural networks and gain a detailed understanding of cutting-edge research in computer vision. Additionally, the final assignment will give them the opportunity to train and apply multi-million parameter networks on real-world vision problems of their choice. Through multiple hands-on assignments and the final course project, students will acquire the toolset for setting up deep learning tasks and practical engineering tricks for training and fine-tuning deep neural networks.",3
Stanford,Reinforcement Learning,"To realize the dreams and impact of AI requires autonomous systems that learn to make good decisions. Reinforcement learning is one powerful paradigm for doing so, and it is relevant to an enormous range of tasks, including robotics, game playing, consumer modeling and healthcare. This class will provide a solid introduction to the field of reinforcement learning and students will learn about the core challenges and approaches, including generalization and exploration. Through a combination of lectures, and written and coding assignments, students will become well versed in key ideas and techniques for RL. Assignments will include the basics of reinforcement learning as well as deep reinforcement learning — an extremely promising new area that combines deep learning techniques with reinforcement learning.","To realize the dreams and impact of AI requires autonomous systems that learn to make good decisions. Reinforcement learning is one powerful paradigm for doing so, and it is relevant to an enormous range of tasks, including robotics, game playing, consumer modeling and healthcare. This class will briefly cover background on Markov decision processes and reinforcement learning, before focusing on some of the central problems, including scaling up to large domains and the exploration challenge. One key tool for tackling complex RL domains is deep learning and this class will include at least one homework on deep reinforcement learning.",3
Stanford,Deep Generative Models,"Generative models are widely used in many subfields of AI and Machine Learning. Recent advances in parameterizing these models using neural networks, combined with progress in stochastic optimization methods, have enabled scalable modeling of complex, high-dimensional data including images, text, and speech.","To realize the dreams and impact of AI requires autonomous systems that learn to make good decisions. Reinforcement learning is one powerful paradigm for doing so, and it is relevant to an enormous range of tasks, including robotics, game playing, consumer modeling and healthcare. This class will briefly cover background on Markov decision processes and reinforcement learning, before focusing on some of the central problems, including scaling up to large domains and the exploration challenge. One key tool for tackling complex RL domains is deep learning and this class will include at least one homework on deep reinforcement learning.",3
Stanford,Capstone Project,Project ,"Research, Data Driven Impact, AI for Health, AI for Climate Analysis Accelerator, Data Driven Impact, Consulting Workshop",3
Carnegie Mellon University,Foundations of Computational Data Science,"This course provides an introduction to foundational concepts, learning material and applied, hands-on projects related to the three core areas of Data Science: Computing Systems, Analytics and Human-Centered Data Science. Students completing this course will be prepared for applied research and development in the workplace, as well as further graduate study in Data Science or Artificial Intelligence. Students acquire practical skills in solution design (e.g. architecture, framework APIs, cloud computing), analytic algorithms (e.g. classification, clustering, ranking, prediction), interactive analysis (Jupyter and R) and visualization techniques for data analysis, solution optimization and performance measurement on real-world tasks.","Define analytic requirements and develop appropriate questions to guide the solution design process. Design a data gathering plan that incorporates principles of data governance and sovereignty to ensure usability, integrity, security and availability of data. Use univariate and multivariate graphical and non-graphical techniques to identify trends, patterns and outliers in large datasets. Build and deploy models using the appropriate analytic algorithms (such as linear and logistic regression, k-nearest neighbors, naive bayes, k-means and hierarchical clustering among others) to gain understanding from data, make predictions to solve business problems, and inform decision making. Assess the goodness of fit between a model and data using model evaluation metrics and cross validation frameworks to evaluate predictive models. Optimize a model's performance via iterative evaluation of a set of possible approaches and solution pipelines. Select and evaluate data structures and caching approaches for on-demand computation of analytics (e.g. object queries) over large data sets for real-time web deployment, by considering both computation time/cost and storage latency/cost. Problem Representation. Domain Analysis and Exploration. Domain Data Preparation. Machine Learning and Model Performance. Model Deployment and Comparison. Optimization of Model Performance.Data Structure Selection and Optimization for Large Data Sets",12
Carnegie Mellon University,Cloud Computing,"Students will utilize MapReduce, interactive programming using Jupyter Notebooks, and data science libraries to clean, prepare and analyze a large data set. Students will orchestrate the deployment of auto-scaled, load-balanced and fault-tolerant applications using virtual machines (VMs), Docker containers and Kubernetes, as well as serverless computing through Functions as a Service. Students will explore and experiment with different distributed cloud-storage abstractions (distributed file systems and databases) and compare their features, capabilities, applicability and consistency models. In addition, students will develop different analytics applications using batch, iterative and stream processing frameworks. The 15-619 [graduate] students will participate in a team project, which entails designing and implementing a complete web-service solution for querying big data. For the team project, the student teams are evaluated based on the cost and performance of their web service. Conceptually, the course will introduce this domain and cover the topics of cloud infrastructures, virtualization, software-defined networks and storage, cloud storage, and programming models (analytics frameworks). As an introduction, we will discuss the motivating factors, benefits and challenges of the cloud, as well as service models, service level agreements (SLAs), security, example Cloud Service Providers and use cases. Modern data centers enable many of the economic and technological benefits of the cloud paradigm; hence, we will describe several concepts behind data center design and management and software deployment. Next, we will focus on virtualization as a key cloud technique for offering software, computation and storage services. Within the same theme of virtualization, students will also be introduced to Software Defined Networks and Storage (SDN and SDS). Subsequently, students will learn about different cloud storage concepts including data distribution, durability, consistency and redundancy. We will discuss distributed file systems, NoSQL databases and object storage. Finally, students will learn the details of the MapReduce programming model and gain a broad overview of the Spark, GraphLab programming models as well as message queues (Kafka) and stream processing (Samza).","This project-based on-line course focuses on skill building across various aspects of cloud computing. We cover conceptual topics and provide hands-on experience through projects utilizing public cloud infrastructures Amazon Web Services (AWS), Microsoft Azure and Google Cloud Platform (GCP).",12
Carnegie Mellon University,Machine Learning,"Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., programs that learn to recognize human faces, recommend music and movies, and drive autonomous robots). This course covers the theory and practical algorithms for machine learning from a variety of perspectives. We cover topics such as Bayesian networks, decision tree learning, Support Vector Machines, statistical learning methods, unsupervised learning and reinforcement learning. The course covers theoretical concepts such as inductive bias, the PAC learning framework, Bayesian learning methods, margin-based learning, and Occam’s Razor. Programming assignments include hands-on experiments with various learning algorithms. This course is designed to give a graduate-level student a thorough grounding in the methodologies, technologies, mathematics and algorithms currently needed by people who do research in machine learning.","Implement and analyze existing learning algorithms, including well-studied methods for classification, regression, structured prediction, clustering, and representation learning Integrate multiple facets of practical machine learning in a single system: data preprocessing, learning, regularization and model selection Describe the the formal properties of models and algorithms for learning and explain the practical implications of those results Compare and contrast different paradigms for learning (supervised, unsupervised, etc.)Design experiments to evaluate and compare different machine learning techniques on real-world problems Employ probability, statistics, calculus, linear algebra, and optimization in order to develop new predictive models or learning methods Given a description of a ML technique, analyze it to identify (1) the expressive power of the formalism; (2) the inductive bias implicit in the algorithm; (3) the size and complexity of the search space; (4) the computational properties of the algorithm: (5) any guarantees (or lack thereof) regarding termination, convergence, correctness, accuracy or generalization power.",12
Carnegie Mellon University,Interactive Data Science,"The goal of this course is to provide you with the tools to build data-driven interactive systems and explore the new opportunities enabled by this data through a combination of guest lectures, discussion of current literature, and practical skills development. Over the course of the semester, you will learn about data science and the entire data pipeline from collecting and analyzing to interacting with data.","To introduce basic concepts in data collection including data formats, parsing and sources of data To introduce common problems with data such as structural problems, outliers, incomplete data, and dirty data To introduce basic concepts in data interpretation including feature generation, statistical analysis and classification To introduce concepts in data visualization including what makes a good visualization and the use of interaction in visualization To provide practical applied examples of the data pipeline through an examination of current literature To provide hands on experience with creating data driven applications and a produce a portfolio of such applications",12
Carnegie Mellon University,Data Science Seminar,"This course provides the MCDS students with a basic understanding of Data Science as an emerging scientific discipline, with interdisciplinary perspectives from computer science, business, and information policy / security. Students will read and discuss relevant publications, and attend presentations by guest speakers. Grading will be based on homework assignments related to the material covered in class sessions. This course is for MCDS students only.","This course provides the MCDS students with a basic understanding of Data Science as an emerging scientific discipline, with interdisciplinary perspectives from computer science, business, and information policy / security. Students will read and discuss relevant publications, and attend presentations by guest speakers. Grading will be based on homework assignments related to the material covered in class sessions. This course is for MCDS students only.",12
Carnegie Mellon University,Operating System Design and Implementation,"Synthesize into a considered design Compare and contrast the properties of memory regions according to the Unix process model Compare and contrast the properties and roles of x86-32 registers Explain the interactions of input/output operations and per-thread scheduling states Implement address spaces, including TLB management Explain why and how multiple threads are used in a single address space Analyze and write lock-based multi-threaded code and lock objects, including detecting and documenting race conditions and deadlock Explain the relationship between interrupts and other forms of concurrency Use multiple tools and approaches to debug concurrency-related code failures Write robust code that responds appropriately to resource exhaustion Write clear, appropriately documented code Define and illustrate key computer security concepts such as protection domains, capabilities, access control lists, and least-privilege execution Define, illustrate, and apply, in a basic fashion, key computer security technologies such as secure hashes, symmetric cipers, and asymmetric ciphers Describe and illustrate key elements of higher-level operating systems features such as file systems, inter-process communication, real-time scheduling, disk arrays, and log-based storage Study an OS-related topic via a medium-sized non-textbook technical reading assignment and report in writing on what was learned.","process model virtual memory concurrency, threads, locking, interrupts, preemptibility, race conditions design synthesis design for robustness introductory understanding of typical OS topics (file systems, transactions, scheduling, security concepts and technologies, memory consistency)Parallel programming models / frameworks",12
Carnegie Mellon University,Parallel Computer Architecture and Programming,"From smart phones, to multi-core CPUs and GPUs, to the world's largest supercomputers, parallel processing is ubiquitous in modern computing. The goal of this course is to provide a deep understanding of the fundamental principles and engineering trade-offs involved in designing modern parallel computing systems as well as to teach parallel programming techniques necessary to effectively utilize these machines. Because writing good parallel programs requires an understanding of key machine performance characteristics, this course will cover hardware design and how that affects software design.","Why parallelism? Modern multicore processors Graphic processing units and CUDA Parallel programming models Parallel programming basics Work distribution and scheduling Locality, communication, and contention Application case studies Workload-driven performance evaluation Snooping-based cache coherence Directory-based cache coherence Snooping implementation Performance Measurement and Tuning Memory consistency Scaling a Website Interconnection networks Implementing synchronization Fine-grained synchronization, lock-free programming Transactional memory Heterogenous parallelism Tolerating latency through prefetching Domain-specific programming languages Domain-specific programming on graphs Deep neural networks MPI, OpenMP, Cilk implementation",12
Carnegie Mellon University,Distributed Systems,"15-440 is an introductory course in distributed systems. The emphasis will be on the techniques for creating functional, usable, and high-performance distributed systems. To make the issues more concrete, the class includes several multi-week projects requiring significant design and implementation The goals of this course are twofold: First, for students to gain an understanding of the principles and techniques behind the design of distributed systems, such as locking, concurrency, scheduling, and communication across the network. Second, for students to gain practical experience designing, implementing, and debugging real distributed systems.","scarcity, scheduling, concurrency and concurrent programming, naming, abstraction and modularity, imperfect communication and other types of failure, protection from accidental and malicious harm, optimism, and the use of instrumentation and monitoring and debugging tools in problem solving. As the creation and management of software systems is a fundamental goal of any undergraduate systems course, students will design, implement, and debug large programming projects",12
Carnegie Mellon University,Computer Networks,"The emphasis in this course will be on the basic performance and engineering trade-offs in the design and implementation of computer networks. To make the issues more concrete, the class includes several multi-week projects requiring significant design and implementation. The goal is for students to learn not only what computer networks are and how they work today, but also why they are designed the way they are and how they are likely to evolve in the future. We will draw examples primarily from the Internet.","network architecture, routing, congestion/flow/error control, naming and addressing, peer-to-peer and the web, internetworking, and network security.",12
Carnegie Mellon University,Database Systems,"This course is on the design and implementation of database management systems. Topics include data models (relational, document, key/value), storage models (n-ary, decomposition), query languages (SQL, stored procedures), storage architectures (heaps, log-structured), indexing (order preserving trees, hash tables), transaction processing (ACID, concurrency control), recovery (logging, checkpoints), query processing (joins, sorting, aggregation, optimization), and parallel architectures (multi-core, distributed). Case studies on open-source and commercial database systems are used to illustrate these techniques and trade-offs. The course is appropriate for students that are prepared to flex their strong systems programming skills.","Use relational algebra to express database queries. Use SQL to interact with database management systems. Design appropriate database tables, using functional dependencies and normal forms. Implement a disk-oriented database storage manager with table heaps and indexes. Understand, compare, and implement the fundamental concurrency control algorithms. Implement database recovery algorithms and verify their correctness. Identify trade-offs among database systems techniques and contrast distributed/parallel alternatives for both on-line transaction processing and on-line analytical workloads. Interpret and comparatively criticize database system architectures.",12
Carnegie Mellon University,Advanced Operating Systems and Distributed Systems,"This course examines the design and analysis of selected aspects of operating systems and distributed systems. It covers topics such as concurrency and distributed communication; fault-tolerance, availability, and persistence; and operating system structure. Lectures focus on the principles used in the design of operating systems and distributed systems, and algorithms and data structures used in their implementation. Readings include case studies, seminal papers, and recent conference and journal articles.","understand the state of the art in operating systems and distributed systems, and how and why we got there. To understand how to engage in systems research. To investigate novel ideas in systems through a semester-long research project.",12
Carnegie Mellon University,Advanced Cloud Computing Systems,"Computing in the cloud has emerged as a leading paradigm for cost-effective, scalable, well-managed computing. Users pay for services provided in a broadly shared, power efficient datacenter, enabling dynamic computing needs to be met without paying for more than is needed. Actual machines may be virtualized into machine-like services, or more abstract programming platforms, or application-specific services, with the cloud computing infrastructure managing sharing, scheduling, reliability, availability, elasticity, privacy, provisioning and geographic replication.","Students completing Advanced Cloud Computing will develop a broad based understanding of state-of-the-art technologies, underlying business and technological trends, key systems and artifacts and research directions in modern data center computing, scalable distributed systems, and programming frameworks enabling the widespread adoption of cloud computing. Many will go on to code, design and architect innovative new cloud computing services and offerings, and to develop business processes to exploit opportunities afforded by modern cloud computing.",12
Carnegie Mellon University,Advanced Database Systems,"This course is a comprehensive study of the internals of modern database management systems. It will cover the core concepts and fundamentals of the components that are used in both high-performance transaction processing systems (OLTP) and large-scale analytical systems (OLAP). The class will stress both efficiency and correctness of the implementation of these ideas. All class projects will be in the context of a real in-memory, multi-core database system. The course is appropriate for graduate students in software systems and for advanced undergraduates with dirty systems programming skills.","Apply and customize state-of-the-art implementation techniques for single-node database management systems following modern coding practices.Identify trade-offs among database systems techniques and contrast alternatives for both on-line transaction processing and on-line analytical workloads. Develop and justify design decisions in the context of a high-performance database system. Implement and evaluate complex, scalable database systems, with emphasis on providing experimental evidence for design decisions. Interpret and comparatively criticize state-of-the-art research talks and papers, with emphasis on constructive improvements.",12
Carnegie Mellon University,Storage Systems,"Storage systems are among the most fascinating and the most important parts of computer systems. They often dominate the performance of a system, and failures of other components are frequently addressed by restarting from the data stored on them. Indeed, storage systems hold the crown jewels of most organizations: their information (from source code to Microsoft's software to the sales databases of every e-commerce site to the logs and indices driving the Big Data revolution). There continues to be great demand for bright people and better solutions in this critical field of computer systems.","design, implementation, and use of storage systems, from the characteristics and operation of individual storage devices to the OS, database, and networking approaches involved in tying them together and making them useful in servers and large-scale distributed systems. Along the way, we will examine several case studies of real systems, demands placed on storage systems by important applications, and impacts of trends and emerging technologies on future storage systems.",12
Carnegie Mellon University,Mobile and Pervasive Computing,"This course explores the principles and practice of mobile computing and its close relative, pervasive computing (aka “Internet of Things (IoT)”). Many traditional areas of computer science and computer engineering are impacted by the constraints and demands of mobile and pervasive computing. The course will offer significant hands-on experience: in small teams, students will work under the guidance of a mentor on a project. Students will also, in small teams, present a summary and overview of the commercial landscape for one of the topics covered in class. There will be a brief quiz at the start of each class, based on the readings for that class.",Introduction and Background Ubiquitous Data Access Exploiting Virtual Machines Resource-Driven Dynamic Adaptation Sensing and Actuation Mobile Hardware Technologies Novel Wireless Technologies Energy Harvesting Security and Privacy Location and Context Awareness Design Methodologies and Infrastructure,12
Carnegie Mellon University,Intermediate Deep Learning,"Building intelligent machines that are capable of extracting meaningful representations from data lies at the core of solving many AI related tasks. In the past decade, researchers across many communities, from applied statistics to engineering, computer science and neuroscience, have developed deep models that are composed of several layers of nonlinear processing. An important property of these models is that they can learn useful representations by re-using and combining intermediate concepts, allowing these models to be successfully applied in a wide variety of domains, including visual object recognition, information retrieval, natural language processing, and speech perception.The goal of this course is to introduce students to both the foundational ideas and the recent advances in deep learning. The first part of the course will focus on supervised learning, including neural networks, back-propagation algorithm, convolutional models, recurrent neural networks, and their extensions with applications to image recognition, video analysis, and language modelling. The second part of the course will cover unsupervised learning, including variational autoencoders, sparse-coding, Boltzmann machines, and generative adversarial networks.","Building intelligent machines that are capable of extracting meaningful representations from data lies at the core of solving many AI related tasks. In the past decade, researchers across many communities, from applied statistics to engineering, computer science and neuroscience, have developed deep models that are composed of several layers of nonlinear processing. An important property of these models is that they can learn useful representations by re-using and combining intermediate concepts, allowing these models to be successfully applied in a wide variety of domains, including visual object recognition, information retrieval, natural language processing, and speech perception.The goal of this course is to introduce students to both the foundational ideas and the recent advances in deep learning. The first part of the course will focus on supervised learning, including neural networks, back-propagation algorithm, convolutional models, recurrent neural networks, and their extensions with applications to image recognition, video analysis, and language modelling. The second part of the course will cover unsupervised learning, including variational autoencoders, sparse-coding, Boltzmann machines, and generative adversarial networks.",12
Carnegie Mellon University,Introduction to Machine Learning,"Machine learning studies the question ""How can we build computer programs that automatically improve their performance through experience?"" This includes learning to perform many types of tasks based on many types of experience. For example, it includes robots learning to better navigate based on experience gained by roaming their environments, medical decision aids that learn to predict which therapies work best for which diseases based on data mining of historical health records, and speech recognition systems that learn to better understand your speech based on experience listening to you.","What is Machine Learning Building blocks - MLE, MAP, Probability review Classification, Bayes Decision Rule, kNN - Linear Regression, Regularization Naive Bayes, Logistic Regression, Disciminative vs generative Naive Bayes, Logistic Regression, Disciminative vs generative Decision Trees Neural Networks (perceptron, neural nets) Neural Networks (deep nets, backprop) SVMs - SVMs - Boosting Learning Theory EM and Gaussian Mixture Models  K-means Graphical Models HMMs  SVD and PCA Reinforcement learning Comparing Classifiers Sources of bias in applied ML",12
Carnegie Mellon University,Deep Reinforcment Learning and Control,"Implement and experiment with existing algorithms for learning control policies guided by reinforcement, demonstrations and intrinsic curiosity. Evaluate the sample complexity, generalization and generality of these algorithms. Be able to understand research papers in the field of robotic learning. Try out some ideas/extensions on your own. Particular focus on incorporating sensory input from visual sensors.","Introduction Markov decision processes (MDPs), Solving known MDPs: Dynamic Programming, Evaluating policies Policy iteration, Value iteration, Asynchronous DP Monte Carlo Learning, Temporal difference learning, Q learning Temporal difference learning, Planning and learning: Dyna, Monte carlo tree search Deep NN Architectures for RL Recitation on Monte Carlo Tree Search VF approximation, MC, TD with VF approximation, Control with VF approximation Deep Q Learning : Double Q learning, replay memory Tensorflow, Keras, PyTorch Policy Gradients Evolution Methods, Natural Gradients Natural Policy Gradients, TRPO, PPO, ACKTR Pathwise Derivatives, DDPG, multigoal RL, HER Exploration vs. Exploitation I Model-based Reinforcement Learning Imitation Learning Maximum Entropy Inverse RL, Adversarial imitation learning",12
Carnegie Mellon University,Deep Learning,"Building intelligent machines that are capable of extracting meaningful representations from high-dimensional data lies at the core of solving many AI related tasks. In the past few years, researchers across many different communities, from applied statistics to engineering, computer science and neuroscience, have developed deep (hierarchical) models -- models that are composed of several layers of nonlinear processing. An important property of these models is that they can learn useful representations by re-using and combining intermediate concepts, allowing these models to be successfully applied in a wide variety of domains, including visual object recognition, information retrieval, natural language processing, and speech perception. This is an advanced graduate course, designed for Masters and Ph.D. level students, and will assume a reasonable degree of mathematical maturity. The goal of this course is to introduce students to the recent and exciting developments of various deep learning methods.","Background: Linear Algebra, Distributions, Rules of probability. Regression, Classification. Feedforward neural nets, backpropagation algorithm. Introduction to popular optimization and regularization techniques. Convolutional models with applications to computer vision.Deep Learning Essentials Graphical Models: Directed and Undirected. Linear Factor Models, PPCA, FA, ICA, Sparse Coding and its extensions. Autoencoders and its extensions. Energy-based models, RBMs. Monte Carlo Methods. Learning and Inference: Contrastive Divergence (CD), Stochastic Maximum Likelihood Estimation, Score Matching, Ratio Matching, Pseud-likelihood Estimation, Noise-Contrastive Estimation. Annealed Importance Sampling, Partition Function Estimation. Deep Generative Models: Deep Belief Networks, Deep Boltzmann Machines, Helmholtz Machines, Variational Autoencoders, Importance-weighted Autoencoders, Wake-Sleep Algorithm. Generative Adversarial Networks (GANs), Generative Moment Matching Nets, Neural Autoregressive Density Estimator (NADE). More on Regularization and Optimization in Deep Nets. Sequence Modeling: Recurrent Neural Networks. Sequence-to-Sequence Architectures, Attention models. Deep Reinforcement Learning.",12
Carnegie Mellon University,Probabilistic Graphical Models,"Many of the problems in artificial intelligence, statistics, computer systems, computer vision, natural language processing, and computational biology, among many other fields, can be viewed as the search for a coherent global conclusion from local information. The probabilistic graphical models framework provides an unified view for this wide range of problems, enables efficient inference, decision-making and learning in problems with a very large number of attributes and huge datasets. This graduate-level course will provide you with a strong foundation for both applying graphical models to complex problems and for addressing core research topics in graphical models.","Markov property Undirected GMs Directed GMs Exact Inference Variable elimination Sum-product on trees Belief propagation on junction trees Parameter Estimation Fully observed: MLE, MAP, Bayesian Exponential family distributions, GLMs Partially observed: EM algorithm Variable elimination Sum-product on trees Belief propagation on junction tree HMM and CRF Variational Inference Variational methods LDA Stochastic/Black-box VI VI Theory Sampling Accept-reject sampling Importance sampling Metropolis-Hastings Gibbs sampling Hamiltonian Monte Carlo Langevin dynamics Sequential Monte Carlo Deep Learning Insight into DL Connectionss to GM Wake-sleep algorithm Variational autoencoder Generative adversarial networks More GANs and variants Normalizing flows Integrating domain knowledge in DL Deep Generative Models Deep Sequence Models RNN and LSTM CNN and Transformers Attention mechanisms Text Generation Encoder-decoder framework Machine translation as conditional generation Unifyingn MLE and RL for text generation Structure Learning Undirected GM: Gaussian GM Directed: Causal discovery Causality, RL As Inference, Gaussian Processes, Determinantal Point Process Indian Buffet Process Dirichlet Process Spectral Graphical Models, Large-scale Algorithms and Systems",12
Carnegie Mellon University,Advanced Introduction to Machine Learning,"The rapid improvement of sensory techniques and processor speed, and the availability of inexpensive massive digital storage, have led to a growing demand for systems that can automatically comprehend and mine massive and complex data from diverse sources. Machine Learning is becoming the primary mechanism by which information is extracted from Big Data, and a primary pillar that Artificial Intelligence is built upon. This course is designed for Ph.D. students whose primary field of study is machine learning, or who intend to make machine learning methodological research a main focus of their thesis. It will give students a thorough grounding in the algorithms, mathematics, theories, and insights needed to do in-depth research and applications in machine learning. The topics of this course will in part parallel those covered in the general graduate machine learning course (10-701), but with a greater emphasis on depth in theory and algorithms. The course will also include additional advanced topics such as fairness in machine learning.","The rapid improvement of sensory techniques and processor speed, and the availability of inexpensive massive digital storage, have led to a growing demand for systems that can automatically comprehend and mine massive and complex data from diverse sources. Machine Learning is becoming the primary mechanism by which information is extracted from Big Data, and a primary pillar that Artificial Intelligence is built upon. This course is designed for Ph.D. students whose primary field of study is machine learning, or who intend to make machine learning methodological research a main focus of their thesis. It will give students a thorough grounding in the algorithms, mathematics, theories, and insights needed to do in-depth research and applications in machine learning. The topics of this course will in part parallel those covered in the general graduate machine learning course (10-701), but with a greater emphasis on depth in theory and algorithms. The course will also include additional advanced topics such as fairness in machine learning.",12
Carnegie Mellon University,Advanced Machine Learning: Theory & Methods,Advanced Machine Learning: Theory & Methods,Decision Theory: Perils of Likelihood Principle Non-parametric Bayes Non-parametric Density Estimation Non-parametric Regression Non-parametric Classification Linear/Additive Non-parametric Estimation Deep Density Estimation Optimal Transport High-Dimensional Regression Deep Neural Networks and Kernels Dimensionality Reduction/Manifolds Dimensionality Reduction/Manifolds Random Forests Learning and Games,12
Carnegie Mellon University,Data Analysis,"In this course students will gain exposure to practical aspects of machine learning and statistical data analysis. Through a series of case studies of real problems, students will learn to appreciate the intricacies involved in the practical application of machine learning.","formalizing research questions, data exploration,identifying potential pitfalls, using machine learning for science and decision making, reproducibility and fairness.",12
Carnegie Mellon University,Convex Optimization,Convexity I: Sets and functions Convexity II: Optimization basics Canonical problem forms Gradient descent Subgradients Proximal gradient descent Stochastic gradient descent Duality in linear programs Duality in general programs KKT conditions Duality uses and correspondences Newton's method Barrier method Primal-dual interior-point methods Quasi-Newton methods Numerical linear algebra Coordinate descent Dual decomposition Alternating direction method of multipliers Frank-Wolfe method Modern stochastic methods First-order nonconvex optimization Bregman proximal methods,Convexity I: Sets and functions Convexity II: Optimization basics Canonical problem forms Gradient descent Subgradients Proximal gradient descent Stochastic gradient descent Duality in linear programs Duality in general programs KKT conditions Duality uses and correspondences Newton's method Barrier method Primal-dual interior-point methods Quasi-Newton methods Numerical linear algebra Coordinate descent Dual decomposition Alternating direction method of multipliers Frank-Wolfe method Modern stochastic methods First-order nonconvex optimization Bregman proximal methods,12
